"ADM3_PCODE","N","S1","S2","S3"
"560310","7","0","0","0"
"560311","8","9","63","0"
"560313","33","0","141","10"
"560314","0","14","0","0"
"560401","0","0","16","87"
"560402","0","0","73","13"
"560403","0","0","11","131"
"560503","17","0","0","0"
"560504","0","0","0","38"
"560505","0","0","0","0"
"560508","6","0","103","9"
"560509","19","0","0","0"
"560603","0","0","0","11"
"560604","10","0","24","42"
"560605","0","0","0","0"
"560606","0","0","0","45"
"560607","0","13","0","0"
"560702","9","63","0","0"
"560703","0","8","11","72"
"560704","0","0","0","0"
"560705","0","0","0","0"
"560706","79","142","0","0"
"560801","0","0","20","0"
"560803","0","0","0","9"
"560805","13","0","27","52"
"560901","31","7","0","57"
"560902","0","60","0","0"
"570102","0","0","57","0"
"570104","10","0","0","0"
"570105","985","0","175","91"
"570106","6","0","7","0"
"570107","10","0","0","0"
"570113","112","0","0","46"
"570115","64","38","64","326"
"570116","55","0","96","15"
"570118","0","0","0","13"
"570120","20","0","215","362"
"570202","49","0","9","136"
"570203","194","0","137","256"
"570206","173","0","838","814"
"570208","9","0","41","40"
"570301","0","0","78","0"
"570302","7","0","0","0"
"570305","0","0","0","0"
"570310","0","0","0","104"
"570401","0","0","0","15"
"570403","53","0","0","107"
"570404","359","0","54","43"
"570405","42","0","0","907"
"570411","0","0","17","0"
"570412","165","0","28","142"
"570413","28","0","0","0"
"570501","84","44","97","34"
"570502","0","0","0","13"
"570507","0","7","0","61"
"570510","29","0","0","41"
"570512","9","0","0","0"
"570515","0","16","0","9"
"570601","87","97","0","36"
"570602","0","13","0","0"
"570603","17","0","0","0"
"570605","0","0","0","0"
"570606","28","0","0","0"
"570701","18","0","25","18"
"570702","0","0","38","0"
"570706","200","0","108","204"
"570708","0","0","0","11"
"570712","227","0","222","31"
"570713","212","0","143","0"
"570801","1529","0","50","219"
"570802","795","0","437","444"
"570803","119","0","281","549"
"570804","341","0","0","240"
"570805","52","0","0","0"
"570806","469","0","212","468"
"571002","0","0","0","0"
"571003","0","14","0","0"
"571005","36","0","0","127"
"571007","0","0","69","13"
"571101","5","10","0","0"
"571103","5","0","0","234"
"571104","13","0","0","0"
"571105","0","0","35","0"
"571107","7","0","0","0"
"571201","109","0","21","158"
"571203","50","0","0","0"
"571204","88","0","6","46"
"571302","0","0","0","0"
"571303","16","0","64","0"
"571401","0","0","36","0"
"571403","0","0","14","0"
"571603","51","0","35","0"
"571604","27","0","35","0"
"571605","0","0","63","10"
"571701","297","0","1011","279"
"571702","445","0","4509","1981"
"571703","613","0","290","278"
"571801","186","0","379","193"
"571802","1177","0","713","106"
"571803","1856","0","197","1114"
"600102","0","0","80","110"
"600103","0","57","0","0"
"600105","0","7","0","0"
"600106","57","56","0","0"
"600107","190","9","125","52"
"600108","0","45","0","0"
"600109","22","27","0","0"
"600110","71","25","0","0"
"600111","8","166","0","0"
"600112","0","0","50","577"
"600114","1614","402","463","194"
"600115","1979","122","7","0"
"600116","59","0","0","871"
"600117","0","18","0","0"
"600202","22","102","0","61"
"600203","0","6","0","0"
"600204","242","451","48","13"
"600205","125","614","0","0"
"600206","35","715","391","0"
"600207","95","0","0","0"
"600208","42","29","243","0"
"600209","14","0","0","0"
"600304","7","0","0","0"
"600305","17","23","0","0"
"600306","20","0","0","0"
"600401","5290","1299","28130","9100"
"600402","9871","0","0","3651"
"600403","7","0","0","0"
"600408","5896","8047","33589","2285"
"600409","3158","237","662","10338"
"600501","168","0","0","944"
"600502","311","16","0","194"
"600503","12","50","0","0"
"600504","460","0","0","657"
"600505","335","202","0","1497"
"600506","25","0","0","28"
"600507","405","613","242","0"
"600508","154","151","0","0"
"600509","155","358","0","0"
"600510","0","205","0","0"
"600511","19","315","0","0"
"600512","23","215","0","0"
"600513","107","434","0","127"
"600601","0","27","0","0"
"600602","12","0","0","0"
"600603","228","0","0","0"
"600604","0","182","0","0"
"600701","12","703","2380","246"
"600702","72","757","0","0"
"600704","0","64","0","15"
"600705","57","660","0","54"
"600706","28","1114","517","0"
"600709","25","6023","0","163"
"600803","2068","32","350","2325"
"600807","394","0","0","14"
"600810","422","459","927","9739"
"600901","706","0","0","0"
"600902","9706","458","0","0"
"600903","642","0","0","6035"
"600904","7738","2286","1128","2571"
"600905","518","36440","4193","1598"
"600906","16098","522","4141","15391"
"600907","1672","1339","3694","6599"
"600908","7398","1272","0","7202"
"601001","15","0","0","0"
"601002","0","0","19","0"
"601003","18","296","547","100"
"601004","29","140","0","0"
"601006","16","13","30","19"
"601007","108","93","376","798"
"601008","11","48","0","0"
"601009","101","68","0","0"
"601010","14","403","1417","166"
"601011","126","27","823","278"
"601101","613","25374","5472","0"
"601102","183","204","16516","1921"
"601103","6618","340","2113","0"
"601104","13","0","0","0"
"601105","81","213","0","0"
"601106","111","40","63","256"
"601107","354","0","0","0"
"601108","1090","194","0","28"
"601109","10368","89217","11398","4739"
"601110","4524","264","0","300"
"601116","672","20","28692","5"
"601117","563","10","15","0"
"601201","0","0","24","59"
"601202","188","4737","427","832"
"601203","302","194","203","450"
"601204","18","102","61","93"
"601205","0","96","223","490"
"601206","386","0","0","9607"
"601207","17","362","208","29"
"601301","560","76","30234","29502"
"601303","714","1730","57318","1620"
"601304","807","22560","755","27035"
"601305","124","774","0","31327"
"601401","1354","1214","0","11485"
"601501","386","935","0","1481"
"601502","1491","524","7304","20864"
"610105","0","46","0","0"
"610106","0","157","0","0"
"610107","0","1253","0","0"
"610302","10","0","51","0"
"610601","0","0","15","0"
"610602","0","0","13671","0"
"610605","0","1389","2074","0"
"610606","0","0","539","15"
"610609","0","2275","5429","0"
"610612","0","0","3395","0"
"610613","0","474","2061","38"
"620101","0","193","0","42"
"620102","188","18392","15265","1735"
"620103","3103","16184","38472","28373"
"620104","588","399","757","6318"
"620105","1422","6074","361","785"
"620106","1675","18369","1791","3179"
"620107","294","249","6","6441"
"620110","1109","319","2091","12073"
"620111","11","344","0","0"
"620112","77","540","0","0"
"620113","61","867","0","630"
"620114","1172","2707","8964","7381"
"620115","1112","811","541","559"
"620117","965","4415","3103","8437"
"620118","95","193","0","0"
"620119","27","886","0","0"
"620201","254","1073","0","53"
"620202","12","207","0","18"
"620203","40","182","0","17"
"620204","341","440","0","0"
"620205","801","609","0","0"
"620206","32","0","0","0"
"620207","0","295","0","0"
"620301","4337","22325","24678","4798"
"620302","0","590","4596","1311"
"620303","5717","7688","38203","9887"
"620304","2133","8680","6751","12615"
"620403","151","380","0","0"
"620404","451","932","490","0"
"620405","509","132","0","0"
"620406","967","0","0","57"
"620407","3617","93302","4041","51385"
"620408","298","0","0","0"
"620409","4082","79709","29759","53014"
"620410","777","93","18441","0"
"620411","1173","7986","18739","80889"
"620412","1987","2797","23042","35003"
"620413","59","85","0","0"
"620501","742","82","0","0"
"620502","34","14","0","0"
"620504","14","245","0","0"
"620505","120","151","0","0"
"620506","47","178","0","0"
"620507","28","48","0","0"
"620508","568","0","83","0"
"620509","3815","30479","23102","126"
"620513","243","73","0","0"
"620516","1892","48128","29875","3521"
"620601","1203","866","3496","10584"
"620602","253","60","0","1239"
"620603","691","0","628","4242"
"620604","800","128","413","3463"
"620605","45","186","0","0"
"620606","347","532","255","0"
"620607","11","28","0","0"
"620608","9","41","0","0"
"620609","1757","673","557","2900"
"620610","149","0","98","1294"
"620701","21","208","0","0"
"620702","95","311","0","0"
"620703","290","209","0","0"
"620704","107","74","0","0"
"620705","398","889","0","22"
"620706","57","67","0","0"
"620707","57","140","0","0"
"620801","48","18","0","0"
"620802","0","7","0","79"
"620803","25","65","0","0"
"620901","3148","4558","14","10318"
"620902","838","5589","18853","22498"
"620903","1266","3204","10295","17015"
"621001","10","14","0","0"
"621002","37","53","0","0"
"621003","0","36","0","0"
"621004","0","64","0","0"
"621101","1740","1452","2490","4606"
"621102","1465","9727","8921","6326"
"621103","456","11139","2212","2093"
"630105","8","151","0","235"
"630106","18","372","0","620"
"630107","192","3413","0","3942"
"630108","106","894","0","2178"
"630109","568","934","135","5575"
"630111","115","312","0","2000"
"630112","73","174","0","717"
"630113","495","838","2000","3661"
"630114","1004","149","1699","10313"
"630115","554","0","545","2195"
"630201","29","80","295","228"
"630202","408","2484","0","953"
"630203","157","105","808","482"
"630204","14","1023","0","423"
"630205","36","118","174","1115"
"630206","18","28","0","518"
"630207","0","38","0","221"
"630301","0","13","0","31"
"630302","49","56","0","384"
"630303","1274","923","808","1940"
"630304","0","69","225","135"
"630306","583","189","0","4668"
"630401","11","490","1301","29"
"630402","29","945","54","0"
"630403","144","185","132","98"
"630404","0","0","0","0"
"630405","0","0","0","0"
"630406","28","132","10","0"
"630501","16","437","0","0"
"630502","259","377","789","56"
"630503","11","0","0","0"
"630504","0","51","0","0"
"630506","20","30","12","0"
"630602","177","700","111","0"
"630603","9","140","9","0"
"630605","0","44","13","397"
"630606","42","18","209","115"
"630607","0","38","26","36"
"630608","0","624","116","0"
"630701","25","0","21","352"
"630702","0","1238","0","0"
"630703","0","0","0","0"
"630704","14","57","0","993"
"630705","0","0","0","0"
"630802","0","0","0","0"
"630803","0","0","17","0"
"630901","773","4601","264","22073"
"630902","25","7649","1472","14641"
"630903","400","2060","1702","6122"
"640102","0","35","0","0"
"640103","186","206","169","275"
"640201","419","180","485","14489"
"640202","80","531","0","447"
"640203","4125","433","0","22216"
"640204","306","199","0","855"
"640205","439","1652","142","5410"
"640206","244","178","433","1689"
"640207","10","2322","0","2189"
"640304","39","0","0","0"
"640305","166","1124","0","0"
"640306","146","340","0","0"
"640307","445","311","0","119"
"640308","0","15","0","0"
"640309","20","0","274","82"
"640310","0","32","0","0"
"640501","7","0","0","28"
"640502","0","0","0","61"
"640503","27","0","0","18"
"640505","0","0","0","28"
"640506","173","0","0","50"
"640507","0","9","0","0"
"640508","7","0","0","15"
"640509","5","0","6","77"
"640510","82","0","0","1269"
"640511","55","0","0","470"
"640602","35","0","0","0"
"640606","55","67","6","2409"
"640607","0","27","0","0"
"640613","75","1203","0","2241"
"640708","0","8","0","0"
"640712","0","16","0","0"
"640901","7","20","336","797"
"640902","26","727","0","1369"
"640903","104","761","23","452"
"640904","29","14","15","256"
"640905","27","0","0","437"
"650108","127","42","2275","0"
"650109","231","156","2385","0"
"650113","19","124","0","0"
"650114","7","26","0","0"
"650115","109","25","0","0"
"650201","13","18","0","0"
"650202","972","1325","972","1079"
"650203","513","0","0","320"
"650204","62","0","52","171"
"650205","20","0","0","0"
"650208","18","0","0","0"
"650210","10","256","16","25"
"650211","231","0","141","31"
"650301","455","1406","792","947"
"650302","9","13","129","18"
"650303","1688","2472","2776","3988"
"650304","2266","11213","4861","2836"
"650305","23","0","0","0"
"650306","675","392","3653","666"
"650402","2927","1218","0","0"
"650403","7028","217","0","0"
"650404","27","15","0","0"
"650405","1060","1692","0","0"
"650406","9973","3409","0","0"
"650407","0","6","0","0"
"650408","742","374","0","0"
"650409","181","13","0","0"
"650411","48","453","0","0"
"650507","0","79","0","0"
"650602","352","101","0","0"
"650603","74","52","0","0"
"650605","171","71","0","0"
"650606","66","152","0","0"
"650611","397","902","4213","499"
"650612","460","1151","124","161"
"650701","71","157","0","0"
"650702","1867","2867","14290","0"
"650704","1662","8533","4635","2178"
"650705","2403","5624","8046","1926"
"650706","2268","7211","9614","4530"
"650801","0","419","0","0"
"650802","2098","954","627","0"
"650804","8025","11642","8209","7293"
"650806","545","1421","1006","872"
"650807","1147","315","450","0"
"650808","1148","1651","3554","454"
"650809","150","0","32","0"
"650810","166","0","0","0"
"650811","1533","1698","1095","0"
"650901","5","52","205","22"
"650902","410","0","0","123"
"650903","394","30","0","46"
"650904","68","0","0","43"
"650905","579","463","30","34"
"650906","917","0","0","536"
"650907","20","0","0","90"
"660112","0","17","0","0"
"660201","0","0","0","315"
"660203","33","0","0","0"
"660304","299","494","0","0"
"660305","0","7","0","0"
"660306","95","622","0","0"
"660307","51","31","0","0"
"660409","0","20","0","0"
"660603","328","1222","0","0"
"660604","12","0","0","0"
"660606","138","809","0","0"
"660706","325","410","0","0"
"660707","301","184","0","0"
"660801","58","80","0","0"
"660802","1363","239","70","2314"
"660803","1066","212","342","651"
"660804","11","0","31","129"
"660902","119","0","0","0"
"660903","176","1093","20","0"
"660905","0","0","0","114"
"661001","54","208","0","0"
"661002","286","333","0","0"
"661003","48","298","0","0"
"661005","43","272","0","0"
"661102","41","191","4787","0"
"661201","13","0","0","0"
"661202","167","68","0","0"
"661203","37","77","0","22"
"661204","0","5","0","0"
"670106","0","16","0","0"
"670112","0","223","0","0"
"670115","6","25","0","0"
"670117","186","886","64","36"
"670201","0","0","0","340"
"670202","101","0","0","2866"
"670203","215","36","189","725"
"670204","480","11","209","188"
"670205","25","817","84","951"
"670206","13","0","0","223"
"670208","0","0","0","301"
"670209","79","0","0","396"
"670210","190","36","0","1210"
"670311","0","6","0","0"
"670319","0","18","0","0"
"670501","1750","777","457","2139"
"670502","0","202","0","0"
"670503","125","1853","71","180"
"670504","0","0","94","185"
"670505","326","73","292","5464"
"670506","1356","205","714","9497"
"670507","0","6","1358","0"
"670508","48","405","391","139"
"670509","67","707","46449","2962"
"670510","0","0","2388","197"
"670511","32","0","0","1524"
"670512","0","0","4985","0"
"670513","762","23","0","0"
"670514","24","0","10852","117"
"670601","346","194","188","1342"
"670602","404","157","84","3162"
"670603","3638","7695","3312","20321"
"670604","1701","0","0","1704"
"670605","29","44","24647","46"
"670606","1005","10346","1474","1062"
"670607","0","2318","23646","82"
"670701","0","5","0","402"
"670702","0","0","0","198"
"670703","17","0","0","58"
"670705","0","18","22","162"
"670706","24","38","0","43"
"670709","24","86","111","31"
"670710","93","174","25","660"
"670711","0","109","0","0"
"670713","12","9","0","1365"
"670801","74","0","0","0"
"670802","74","0","0","0"
"670804","0","21","328","647"
"670805","32","123","27","204"
"670806","0","18","0","0"
"670807","381","8","0","146"
"670901","0","0","0","0"
"670903","0","0","0","0"
"670904","0","0","0","0"
"671002","489","0","5","140"
"671004","111","0","0","1087"
"671005","652","122","188","155"
"671103","0","0","0","0"
"671104","0","0","0","0"
"671105","0","0","0","0"
"671106","0","0","0","0"
"700101","0","0","3095","0"
"700104","0","0","5856","0"
"700105","0","0","13489","949"
"700106","0","0","2969","0"
"700107","0","0","4982","0"
"700108","0","1518","678","0"
"700109","0","0","3421","0"
"700110","0","0","2089","0"
"700111","0","0","4884","0"
"700112","201","6585","14649","2701"
"700113","0","1515","0","0"
"700114","16","0","1458","2471"
"700115","0","0","1406","0"
"700117","0","0","5303","0"
"700118","6","0","5635","0"
"700119","0","0","6406","0"
"700120","0","0","71","0"
"700121","0","0","9109","0"
"700122","0","0","3983","0"
"700201","26","6635","14808","8128"
"700202","25","412","25579","1994"
"700203","56","33179","22774","4060"
"700204","126","46307","32528","851"
"700205","225","50141","37008","5612"
"700206","532","7809","11778","3615"
"700301","1058","4664","17020","3106"
"700302","36","25110","22320","6529"
"700304","159","9319","23751","8343"
"700307","0","7120","448","1423"
"700405","12","0","0","0"
"700408","0","0","4145","0"
"700409","23","0","1875","0"
"700502","0","0","0","198"
"700503","0","0","0","10"
"700504","6","0","0","0"
"700509","16","0","0","0"
"700510","19","0","1606","0"
"700512","11","0","223","125"
"700513","228","0","13185","3095"
"700604","0","0","5450","0"
"700701","0","0","6789","0"
"700704","0","0","2523","0"
"700705","0","0","3307","0"
"700706","0","0","10191","0"
"700707","0","0","11481","0"
"700708","0","0","9750","0"
"700709","16","0","8778","0"
"700710","0","0","7926","0"
"700711","7","0","2715","164"
"700712","0","0","3230","0"
"700713","0","0","5229","0"
"700714","0","0","12273","0"
"700715","7","0","617","168"
"700717","114","0","8256","131"
"700718","20","0","14186","520"
"700719","73","0","46987","2430"
"700801","6","12095","8360","92"
"700802","19","0","624","0"
"700803","26","187","6371","0"
"700804","0","189","5147","0"
"700806","0","0","374","0"
"700808","35","1779","32720","874"
"700809","0","62","367","0"
"700810","0","4711","934","221"
"700812","0","8089","0","18"
"700901","0","0","2211","0"
"701001","16","6299","62030","489"
"701002","0","3609","40630","69"
"701003","0","4321","22511","87"
"710101","0","0","11234","0"
"710102","0","0","10828","0"
"710103","271","0","31919","2226"
"710104","0","10113","18760","357"
"710105","73","14809","9578","11721"
"710106","6","21714","4569","1264"
"710107","59","45654","7982","3144"
"710108","281","33063","959","9518"
"710109","226","23211","6320","561"
"710110","0","27278","25677","483"
"710111","695","29837","12353","0"
"710113","862","50580","11738","16556"
"710116","0","44666","2005","205"
"710201","1215","24129","492","10523"
"710202","261","12644","47989","950"
"710203","510","45142","5566","9391"
"710204","447","0","48727","6556"
"710205","837","1276","38945","5334"
"710206","297","33550","2370","16321"
"710207","547","0","7393","6447"
"710301","523","46402","42508","10352"
"710302","689","39864","25016","18491"
"710303","209","42018","27674","6948"
"710305","258","48706","51642","2939"
"710308","358","57360","46450","4787"
"710309","0","17668","30710","758"
"710401","0","0","5290","31"
"710402","181","0","18666","74"
"710403","0","0","674","47"
"710404","0","6851","1303","23"
"710405","72","0","5355","214"
"710406","0","0","0","0"
"710505","0","0","45895","0"
"710508","95","0","3413","1026"
"710510","0","0","43941","0"
"710511","30","0","4387","1435"
"710512","0","0","0","55"
"710513","0","0","0","10"
"710514","0","0","40850","0"
"710515","0","0","0","57"
"710516","26","0","0","0"
"710601","0","0","36385","0"
"710602","0","0","49259","0"
"710603","130","0","66102","0"
"710604","0","0","37748","108"
"710605","246","0","45106","1773"
"710606","0","0","63425","0"
"710607","515","0","27900","177"
"710608","0","0","22103","0"
"710609","0","0","57653","142"
"710610","78","0","55968","1009"
"710611","0","0","32224","0"
"710612","0","0","54188","142"
"710613","42","3690","40217","674"
"710701","724","0","31826","4011"
"710702","0","0","145","0"
"710703","48","0","22213","4777"
"710704","135","0","29272","3557"
"710705","1405","0","13837","4069"
"710706","386","0","902","1119"
"710707","355","0","5877","2748"
"710801","717","0","5285","139"
"710802","162","0","1934","733"
"710803","7","0","19258","11"
"710901","13","0","22903","606"
"710902","1399","909","13927","10071"
"710903","13","0","2029","0"
"710904","0","0","63878","0"
"710905","0","0","100402","0"
"710906","513","0","82000","4051"
"710911","0","0","51295","0"
"710912","3280","0","22018","14298"
"711001","538","13753","38050","5087"
"711002","2202","6814","6071","4088"
"711003","2419","20801","56650","30706"
"711004","1933","14055","41041","15904"
"711005","326","29384","26135","7894"
"711006","689","26477","9272","21632"
"711007","1629","4650","23164","22447"
"711101","448","28169","69890","2857"
"711102","195","48582","49171","287"
"711103","216","56724","28020","14151"
"711104","0","17383","69117","1787"
"711201","974","21888","62488","12681"
"711202","118","17594","12066","6491"
"711203","96","0","13476","2289"
"711301","1559","5506","10795","21218"
"711302","580","1415","21280","24695"
"711303","1194","1403","32435","6522"
"711304","639","13372","14505","4984"
"720103","0","0","509","0"
"720106","0","0","1418","0"
"720107","0","0","2943","0"
"720108","0","0","1326","0"
"720111","0","437","1332","0"
"720112","0","385","0","0"
"720113","0","340","142","0"
"720114","0","283","0","0"
"720116","0","0","172","0"
"720117","0","0","1211","0"
"720118","0","0","1326","0"
"720120","0","1018","0","0"
"720201","0","0","842","0"
"720202","0","4221","842","0"
"720204","0","2581","0","0"
"720205","0","6790","0","0"
"720206","0","7509","0","0"
"720207","0","3565","0","0"
"720208","43","10033","2665","0"
"720209","75","17324","0","8"
"720210","0","34866","0","0"
"720211","0","633","0","0"
"720212","0","25820","0","0"
"720214","0","61920","12120","81"
"720301","323","43248","29940","771"
"720302","387","12516","30990","1637"
"720303","856","0","45316","1644"
"720304","265","0","21853","1962"
"720305","245","2677","41235","612"
"720306","629","0","28718","672"
"720307","632","0","8990","786"
"720402","0","0","3764","0"
"720412","0","0","901","0"
"720413","0","0","1524","0"
"720414","0","0","2169","0"
"720502","0","345","0","0"
"720505","0","3170","0","0"
"720506","0","4763","0","0"
"720507","0","345","0","0"
"720601","89","242","0","0"
"720603","112","467","0","0"
"720604","312","5926","220","0"
"720605","527","3677","0","0"
"720711","0","0","12271","0"
"720712","0","0","24977","0"
"720713","0","0","121214","0"
"720714","0","0","78723","0"
"720805","60","0","0","0"
"720806","0","18232","0","0"
"720807","0","585","0","0"
"720901","149","956","6278","124"
"720902","0","0","63586","0"
"720903","0","6375","82425","109"
"720904","0","0","121","0"
"720905","0","0","1026","0"
"720906","0","0","13280","0"
"720907","0","25793","23921","0"
"720908","34","19755","21709","0"
"720909","664","23809","21033","0"
"720910","269","18935","2484","593"
"720911","0","0","228","0"
"720912","0","0","51926","0"
"721001","11","20908","576","0"
"721002","226","566","0","0"
"721003","0","27246","0","0"
"721004","0","67932","0","0"
"721005","491","13175","897","3412"
"721006","42","31659","0","0"
"730114","32","0","0","0"
"730201","0","0","0","8"
"730207","0","0","0","6"
"730213","0","0","0","79"
"730502","15","0","0","0"
"760101","0","0","1213","0"
"760102","0","0","1372","0"
"760103","0","0","1023","0"
"760105","0","526","682","0"
"760106","0","0","2633","0"
"760107","0","0","2386","0"
"760108","0","0","1372","0"
"760109","0","133","0","0"
"760110","0","441","0","0"
"760111","0","0","3083","0"
"760112","0","0","1145","0"
"760113","0","0","1609","0"
"760114","0","0","818","0"
"760118","0","806","0","0"
"760120","0","1306","0","0"
"760122","0","0","5736","0"
"760123","0","0","55","0"
"760201","0","400","0","0"
"760202","0","391","1000","0"
"760204","0","681","0","0"
"760205","0","480","0","0"
"760206","9","0","0","12"
"760207","0","0","2815","0"
"760209","0","479","0","19"
"760210","67","169","809","0"
"760301","0","10415","5934","20"
"760302","0","2190","1580","0"
"760303","0","7995","2488","0"
"760304","0","16136","1334","100"
"760401","0","0","11930","0"
"760403","0","0","676","0"
"760404","0","0","13462","12"
"760406","8","2095","35425","27"
"760407","0","0","58007","0"
"760408","0","0","29177","13"
"760409","0","0","12643","0"
"760501","0","17970","12735","0"
"760502","0","33056","404","0"
"760503","0","24123","0","0"
"760504","0","0","7387","0"
"760505","0","0","19202","0"
"760506","0","40490","15039","0"
"760507","0","25338","16151","0"
"760511","0","34654","3126","80"
"760512","0","0","177","0"
"760513","0","27157","42406","0"
"760514","0","41894","2638","0"
"760515","0","0","12616","0"
"760601","0","3008","4881","0"
"760602","0","1074","1594","0"
"760604","0","10111","2135","0"
"760605","0","0","3288","0"
"760606","0","0","19944","0"
"760607","0","373","7363","0"
"760608","0","0","11294","0"
"760609","0","5068","0","0"
"760613","0","860","0","0"
"760614","0","12474","0","0"
"760616","0","4627","0","0"
"760617","0","6707","13770","0"
"760618","0","5096","192","0"
"760708","0","0","1915","0"
"760709","0","0","2835","0"
"760710","0","0","2386","0"
"760801","0","2464","0","0"
"760802","0","14","193","0"
"760803","0","11910","7426","0"
"760804","0","10111","0","74"
"760805","0","7149","0","0"
"770101","0","10188","0","0"
"770102","0","1553","4701","0"
"770103","0","12410","3606","0"
"770104","0","38171","2071","0"
"770105","0","127373","3855","0"
"770106","0","116997","39450","0"
"770201","0","4431","46547","0"
"770202","0","0","9697","194"
"770206","0","0","82376","0"
"770207","0","19361","55448","0"
"770301","0","6942","3112","0"
"770302","0","47246","10257","0"
"770303","0","65797","6334","0"
"770304","0","30648","4936","0"
"770305","0","41683","5652","0"
"770306","0","37364","2909","0"
"770401","0","56561","14297","0"
"770402","0","50123","11538","0"
"770403","0","76795","49157","0"
"770404","0","68055","27689","0"
"770405","0","88659","56893","0"
"770406","0","46882","19738","0"
"770407","0","28129","0","0"
"770501","0","29826","5135","0"
"770502","0","21395","7372","0"
"770503","0","46273","13328","0"
"770504","0","42484","30693","0"
"770505","0","4427","34758","0"
"770601","0","0","21963","0"
"770602","0","0","106201","0"
"770604","0","0","1261","0"
"770607","0","11556","149665","0"
"770608","0","0","30842","0"
"770609","0","47983","73028","0"
"770701","0","0","474","0"
"770702","0","0","2198","0"
"770703","0","0","68706","0"
"770704","0","7339","67807","0"
"770705","0","0","181968","0"
"770706","0","82865","1125","34"
"770707","0","68550","42288","0"
"770801","0","0","10568","0"
"770802","0","2229","101174","0"
"770803","0","559","68713","0"
"770804","0","559","76433","0"
"770805","0","1512","45363","0"
"860210","0","0","3667","0"
"860306","0","7767","387","0"
"860307","0","9996","8772","0"
