"ADM3_PCODE","N","S1","S2","S3"
"310207","838","0","2943","0"
"310301","12","0","0","0"
"310303","64","0","0","0"
"310304","78","0","8","0"
"310305","55","0","0","0"
"310308","14","0","0","0"
"310310","33","0","0","0"
"310401","336","0","335","0"
"310403","6719","0","1624","9"
"310405","5638","1414","0","8175"
"310406","7037","5677","32","2457"
"310408","97","0","1","0"
"310413","13","0","92","0"
"310414","439","0","1625","123"
"310415","728","58","482","0"
"310416","216","0","3218","0"
"310417","283","466","333","0"
"310418","2667","59","1000","5415"
"310424","36","0","87","0"
"310425","549","1647","133","85"
"310426","5421","0","668","0"
"310501","390","0","586","0"
"310502","55","251","47","0"
"310503","744","1","13","0"
"310504","5194","10697","3518","3243"
"310505","1148","114","1272","0"
"310506","140","11","695","153"
"310507","271","0","59","0"
"310508","94","81","250","0"
"310509","9","841","37","0"
"310510","737","3601","873","967"
"310601","3538","0","168","0"
"310603","5918","0","2154","154"
"310604","2351","0","4425","0"
"310607","850","0","5881","86"
"310610","1162","0","994","0"
"310611","566","0","1109","24"
"310701","234","0","0","0"
"310702","11","0","0","0"
"310703","60","0","0","0"
"310705","544","1","44","0"
"310706","281","0","352","36"
"310707","1180","0","700","0"
"310708","15","0","0","0"
"310710","16","0","89","0"
"310713","301","0","200","0"
"310714","0","0","207","0"
"310715","1397","0","1914","15"
"310716","864","0","81","0"
"310718","55","0","0","0"
"310719","0","0","314","0"
"310720","25","0","0","0"
"310721","17","3","90","0"
"310801","1200","0","10","0"
"310802","23","0","216","0"
"310803","2420","0","5947","235"
"310804","665","0","1854","3"
"310805","728","7","1107","0"
"310806","540","0","125","0"
"310807","1474","0","2026","0"
"310808","492","0","1251","0"
"310809","279","0","4","0"
"310901","5","0","0","0"
"310906","7","0","0","0"
"310907","5","0","0","0"
"310909","18","0","0","0"
"311002","281","0","38","0"
"311005","0","6","0","0"
"311006","589","0","179","0"
"311007","2011","0","401","0"
"311008","142","19","0","0"
"311009","618","0","240","0"
"311010","110","0","163","0"
"311011","542","0","0","0"
"311012","187","127","0","0"
"311013","16","0","118","0"
"311014","23","0","147","0"
"311015","0","35","0","0"
"311016","3493","229","0","0"
"311101","160","0","2053","0"
"311102","42","0","706","0"
"311103","55","0","0","0"
"311104","52","0","591","0"
"311105","32","0","0","0"
"311106","485","0","686","0"
"311109","0","0","591","0"
"311110","44","0","0","0"
"311112","6","0","38","0"
"311114","102","0","36","0"
"311115","47","0","0","0"
"311201","502","0","3665","0"
"311202","1014","0","1623","0"
"311203","149","1155","2214","1941"
"311204","3011","42677","16046","13621"
"311205","5827","0","8934","0"
"311302","11","0","10","0"
"311303","15","0","0","0"
"311304","48","0","54","0"
"311401","2","0","0","0"
"311402","278","47","227","0"
"311403","1529","108","17","0"
"311404","10","57","10","0"
"311405","72","52","201","0"
"311406","1974","0","5313","0"
"311501","120","0","119","0"
"311502","57","0","0","0"
"311503","52","0","0","0"
"311504","0","0","53","0"
"311701","3009","50322","0","18189"
"311702","2063","26506","0","4275"
"311703","528","2559","171","4023"
"311704","1426","45276","0","5934"
"311801","93","0","1699","0"
"311802","32","0","336","0"
"311803","43","0","402","0"
"311804","3825","5","70","0"
"311805","1043","0","539","0"
"311806","48","0","177","0"
"311901","43","0","32","0"
"311902","10","0","0","0"
"311904","5","0","0","0"
"312001","1444","0","5126","0"
"312002","1237","0","1838","0"
"312003","1560","525","2923","194"
"312101","12","0","0","0"
"312102","223","0","0","0"
"312103","127","0","0","0"
"312104","0","0","577","0"
"312201","123","0","1532","0"
"312202","178","0","350","0"
"312203","407","0","2602","0"
"312204","0","0","862","0"
"312301","45","0","0","0"
"312302","22","0","0","0"
"312303","32","0","0","0"
"312304","137","191","0","60"
"312305","78","0","0","127"
"320102","20","0","0","0"
"320103","44","0","0","0"
"320105","116","0","0","0"
"320106","11","0","0","0"
"320107","18","0","0","0"
"320111","45","0","0","0"
"320112","22","0","0","0"
"320113","110","29","0","0"
"320114","36","0","0","0"
"320116","7","0","111","0"
"320118","176","0","0","0"
"320119","104","0","0","0"
"320120","26","0","0","0"
"320122","28","37","0","0"
"320125","27","0","0","0"
"320126","36","0","0","0"
"320301","287","0","1031","341"
"320302","216","10","78","0"
"320305","7","19","129","182"
"320306","130","0","49","0"
"320307","105","0","832","0"
"320308","62","0","0","113"
"320309","134","0","0","0"
"320310","86","0","0","0"
"320401","42","0","0","0"
"320402","185","0","0","0"
"320405","9","0","0","0"
"320406","6","0","0","0"
"320407","39","0","0","0"
"320408","55","0","0","0"
"320409","6","0","0","0"
"320501","135","0","2","0"
"320502","55","0","21","0"
"320503","19","0","0","38"
"320504","869","0","180","0"
"320505","597","0","7","0"
"320506","49","0","30","0"
"320507","414","0","88","0"
"320508","39","0","219","0"
"320509","720","0","15","0"
"320510","13","0","0","0"
"320511","272","0","12","0"
"320512","87","0","45","9"
"320513","192","0","0","0"
"320514","287","0","138","0"
"320515","47","0","310","0"
"320516","80","0","0","0"
"320517","289","0","0","63"
"320518","87","0","42","102"
"320601","2150","0","423","0"
"320604","66","0","142","0"
"320605","1396","0","632","0"
"320606","3450","0","2794","0"
"320607","3863","0","4852","0"
"320610","968","0","45","0"
"320701","148","0","1275","0"
"320702","10","0","1663","0"
"320704","5","0","219","0"
"320706","173","0","512","0"
"320709","55","0","1429","0"
"320711","148","0","1465","0"
"320713","68","0","1192","0"
"320714","12","0","0","0"
"320715","26","0","8","0"
"320801","48","0","0","0"
"320802","53","0","179","0"
"320803","54","0","0","0"
"320804","33","0","0","0"
"320805","86","0","13","0"
"320807","27","0","0","0"
"320901","13","0","0","0"
"320911","15","0","0","0"
"320914","27","0","0","0"
"320915","154","0","17","0"
"321001","830","0","288","0"
"321002","895","0","102","0"
"321006","723","0","1176","0"
"321007","627","0","14","0"
"321008","1052","0","162","0"
"321009","73","0","0","0"
"321010","164","0","8","0"
"321011","4311","0","4311","0"
"321012","991","0","12","0"
"321013","364","0","321","0"
"321015","1262","0","298","0"
"321017","2066","0","3650","0"
"321102","0","0","23","0"
"321103","88","0","10","0"
"321104","19","0","56","0"
"321105","54","0","27","0"
"321201","54","0","0","0"
"321203","8","0","0","0"
"321206","45","0","0","0"
"321207","252","0","21","0"
"321209","0","0","5","0"
"321210","99","0","474","0"
"321301","1614","0","1513","0"
"321302","1078","0","2661","0"
"321303","2205","0","7819","137"
"321304","1097","0","91","0"
"321305","2632","0","2538","0"
"321306","1901","0","1983","0"
"321401","3520","0","6309","0"
"321402","112","0","570","0"
"321403","1771","0","122","0"
"321404","1616","0","1659","132"
"321501","564","0","245","0"
"321502","36","0","0","0"
"321503","188","5","33","0"
"321504","31","0","0","0"
"321505","623","0","11","0"
"321702","151","0","41","0"
"321703","62","0","285","0"
"321704","98","0","420","0"
"321705","36","0","83","0"
"330104","199","0","447","0"
"330116","0","28","0","0"
"330118","10","75","0","0"
"330202","0","8","0","0"
"330203","7","0","27","0"
"330205","0","0","90","0"
"330302","716","0","124","272"
"330303","135","0","57","0"
"330304","52","0","422","0"
"330305","5","0","0","0"
"330306","45","0","92","0"
"330307","0","0","29","0"
"330308","7","0","69","0"
"330309","0","0","195","0"
"330310","3","0","26","0"
"330312","0","0","0","9"
"330315","73","0","0","0"
"330401","438","0","677","67"
"330402","3721","0","373","5431"
"330403","730","0","616","3"
"330405","269","0","393","0"
"330406","617","0","1564","14"
"330407","200","0","7834","579"
"330408","234","0","2912","342"
"330409","535","0","1946","767"
"330411","236","0","4568","701"
"330412","928","0","4232","5171"
"330413","191","0","3393","1709"
"330414","2407","0","2898","3511"
"330415","324","0","1121","0"
"330416","1297","0","1562","575"
"330419","374","0","2729","388"
"330420","445","0","288","8"
"330421","474","0","682","597"
"330423","1034","0","164","0"
"330424","251","0","4675","1525"
"330425","15","0","2325","0"
"330501","0","0","36","0"
"330502","21","0","0","0"
"330503","292","17","705","0"
"330504","44","0","0","0"
"330505","720","0","31","0"
"330506","964","0","5235","1"
"330507","155","0","26","0"
"330508","13","0","0","0"
"330509","73","0","26","0"
"330510","50","40","13","0"
"330511","166","0","246","0"
"330515","69","9","0","0"
"330517","28","22","0","0"
"330518","27","0","32","0"
"330521","35","44","204","0"
"330522","13","0","160","0"
"330524","61","0","0","0"
"330525","37","0","0","0"
"330526","64","0","0","0"
"330528","15","0","5","0"
"330601","59","0","0","0"
"330603","6","0","13","0"
"330604","314","0","0","0"
"330606","6","0","0","0"
"330701","0","0","18","0"
"330702","67","20","11","0"
"330703","85","0","15","0"
"330704","0","10","0","0"
"330705","68","0","101","0"
"330706","6","0","13","0"
"330707","0","12","0","0"
"330708","34","0","131","5"
"330709","0","0","8","0"
"330710","5","0","0","0"
"330801","8","0","0","0"
"330802","2231","0","6149","475"
"330803","676","0","5901","768"
"330804","121","0","297","0"
"330805","402","0","3832","2526"
"330806","40","0","0","0"
"330807","14","0","0","0"
"330808","239","0","176","0"
"330809","877","0","2155","1001"
"330810","128","0","1206","199"
"330811","157","0","254","0"
"330812","238","0","750","529"
"330903","9","0","5","0"
"330907","0","0","0","165"
"330910","0","11","0","0"
"331003","3","10","0","0"
"331007","8","0","0","0"
"331008","17","16","0","0"
"331010","8","0","0","0"
"331017","12","0","0","0"
"331101","42","1199","1961","0"
"331102","0","64","0","0"
"331201","0","0","25","0"
"331204","16","0","34","0"
"331206","12","0","10","0"
"331301","43","0","0","0"
"331302","633","0","114","0"
"331303","1","0","12","0"
"331304","36","0","25","0"
"331305","0","0","50","0"
"331401","268","0","105","839"
"331402","198","0","1253","1114"
"331403","893","0","1004","5464"
"331404","160","0","0","0"
"331405","150","0","0","3426"
"331406","16","0","0","0"
"331407","57","0","0","0"
"331501","1071","0","3147","277"
"331502","149","0","23","0"
"331503","14","0","0","0"
"331504","217","0","1272","2843"
"331505","1347","0","232","542"
"331506","537","0","669","0"
"331602","0","0","10","0"
"331603","20","0","0","0"
"331604","16","0","0","0"
"331605","9","0","211","0"
"331606","9","75","104","0"
"331607","6","0","41","0"
"331608","57","0","338","31"
"331701","1124","0","8970","1554"
"331702","417","316","4398","2311"
"331703","996","0","4856","768"
"331704","71","0","1043","0"
"331705","596","40","4130","0"
"331706","88","36","1411","1893"
"331707","104","646","1390","1568"
"331801","85","0","1","0"
"331802","103","0","227","0"
"331803","1","0","13","0"
"331901","15","0","253","0"
"331902","105","0","302","25"
"331903","35","0","9","0"
"331904","40","0","279","0"
"331905","911","0","2686","3517"
"332002","35","0","51","0"
"332003","18","0","13","0"
"332004","26","0","0","0"
"332005","0","9","0","0"
"332101","20","0","13","0"
"332102","18","0","671","0"
"332105","126","48","267","0"
"332203","3","0","0","234"
"340104","0","0","9","0"
"340105","18","0","252","0"
"340108","44","0","102","0"
"340111","20","0","79","0"
"340112","66","0","42","0"
"340113","17","0","372","0"
"340116","21","0","17","0"
"340119","53","0","96","0"
"340120","60","0","42","0"
"340201","1866","0","348","0"
"340202","89","0","353","0"
"340203","446","0","0","25"
"340204","89","0","8","0"
"340205","636","0","3084","0"
"340206","1918","0","2044","0"
"340207","395","0","1264","0"
"340208","955","0","192","0"
"340209","265","0","2424","49"
"340210","2186","0","408","0"
"340211","99","0","4","0"
"340301","12","0","72","25"
"340302","1068","0","42","0"
"340303","735","0","210","0"
"340304","336","0","311","100"
"340305","161","0","28","167"
"340401","6","0","245","0"
"340402","92","0","321","0"
"340403","16","0","2350","0"
"340404","155","7","458","0"
"340405","422","0","449","0"
"340406","155","0","727","0"
"340407","30","0","251","0"
"340409","0","0","6","0"
"340410","24","0","371","0"
"340411","0","0","18","0"
"340413","575","0","182","0"
"340414","307","0","28","0"
"340415","88","0","111","0"
"340416","423","0","30","0"
"340417","52","1","1166","0"
"340418","340","21","454","0"
"340501","1210","0","212","86"
"340503","605","0","93","53"
"340504","217","0","0","0"
"340507","584","0","1350","0"
"340508","2339","0","35","248"
"340510","714","0","140","0"
"340511","209","0","86","0"
"340512","12","0","0","0"
"340513","2154","0","485","25"
"340701","142","0","479","13"
"340702","7","0","0","0"
"340708","110","0","156","0"
"340709","33","0","18","0"
"340710","2274","0","3122","659"
"340711","842","0","1078","0"
"340712","433","0","1716","296"
"340713","290","0","1398","0"
"340715","26","0","0","0"
"340716","12","0","61","0"
"340717","0","0","6","0"
"340720","64","0","128","0"
"340721","49","0","0","0"
"340723","329","0","871","0"
"340801","4900","0","5162","83"
"340802","264","0","257","0"
"340803","579","0","3351","82"
"340804","3934","0","3275","91"
"340805","377","0","132","0"
"340806","1100","0","5502","1269"
"340901","1854","0","5297","4082"
"340903","3204","0","4479","954"
"340904","9818","0","11336","0"
"340906","1071","0","8151","4913"
"340907","953","0","5994","894"
"340909","1630","0","10948","1546"
"340911","2577","0","7540","4685"
"341001","1750","0","2188","146"
"341002","1470","0","5510","81"
"341003","1123","0","555","81"
"341004","17","0","5","0"
"341005","121","0","52","0"
"341007","585","0","266","0"
"341008","7","0","12","0"
"341101","17","0","40","0"
"341102","113","0","42","18"
"341103","51","0","182","0"
"341104","335","0","0","0"
"341105","276","0","88","0"
"341106","1307","0","2026","223"
"341107","164","0","188","84"
"341109","44","0","38","26"
"341110","164","0","291","1"
"341111","152","0","45","40"
"341112","222","0","0","0"
"341113","81","0","140","0"
"341114","18","0","0","0"
"341115","0","0","74","0"
"341116","65","0","0","0"
"341117","0","0","19","24"
"341118","997","0","847","91"
"341119","258","0","1632","0"
"341120","301","0","73","48"
"341121","39","0","9","0"
"341122","207","0","0","0"
"341123","101","0","54","0"
"341201","51","0","0","0"
"341202","657","0","904","0"
"341203","1329","0","436","0"
"341204","150","0","4","0"
"341205","269","0","165","0"
"341401","112","0","35","0"
"341402","115","0","0","0"
"341403","195","0","30","0"
"341404","23","0","35","46"
"341406","159","0","240","0"
"341407","0","0","11","0"
"341408","12","0","60","0"
"341409","60","62","395","0"
"341410","170","23","0","30"
"341411","22","0","9","0"
"341412","8","0","0","0"
"341413","391","0","334","0"
"341414","48","0","11","7"
"341502","41","0","59","0"
"341505","101","0","71","0"
"341510","17","0","0","0"
"341511","551","0","165","0"
"341515","535","0","433","0"
"341516","76","0","127","0"
"341518","0","0","87","0"
"341520","728","0","66","0"
"341521","13","0","0","0"
"341522","20","0","0","0"
"341526","51","0","299","0"
"341902","47","0","9","0"
"341904","0","0","12","0"
"341905","41","0","82","0"
"341906","351","0","880","0"
"341909","44","0","200","0"
"341911","139","0","78","0"
"341912","884","0","356","0"
"341919","11","0","0","0"
"342001","10","0","67","4"
"342002","14","0","0","0"
"342003","14","0","27","0"
"342004","572","0","35","0"
"342005","43","0","315","62"
"342006","108","0","48","0"
"342101","2521","0","164","224"
"342102","11","0","0","0"
"342103","4857","0","0","0"
"342104","1126","0","256","123"
"342105","10295","0","2229","710"
"342106","6201","0","0","0"
"342201","54","0","0","0"
"342202","92","0","0","0"
"342203","47","0","0","0"
"342205","7","0","12","0"
"342208","92","0","0","0"
"342401","135","0","823","0"
"342402","415","0","1116","0"
"342403","88","0","655","0"
"342404","208","0","144","0"
"342501","51","0","122","3"
"342502","1830","0","1088","0"
"342503","3370","0","1068","0"
"342504","713","0","1074","0"
"342505","81","0","37","0"
"342506","253","0","645","0"
"342602","19","0","0","0"
"342603","431","0","3780","0"
"342604","1492","0","3894","1304"
"342605","1045","0","1558","0"
"342606","2283","0","1017","1501"
"342901","600","0","1926","0"
"342902","2111","0","2300","0"
"342903","106","0","154","0"
"343001","238","0","36","100"
"343002","231","0","129","0"
"343003","677","0","0","0"
"343004","55","0","2","0"
"343101","184","0","190","0"
"343102","215","0","595","0"
"343103","27","0","20","0"
"343104","269","0","968","160"
"343201","3337","0","328","0"
"343202","912","0","2507","0"
"343203","627","0","362","0"
"343204","165","0","267","0"
"343301","3429","0","4784","9062"
"343302","785","0","1416","605"
"343303","3398","0","6318","1937"
"343304","2243","0","1732","92"
"350102","73","0","34","0"
"350103","22","635","127","0"
"350104","11","0","43","409"
"350105","10","0","42","131"
"350106","80","0","32","316"
"350107","260","1661","895","0"
"350108","137","32","563","0"
"350109","198","302","1597","55"
"350110","0","1006","595","0"
"350111","33","1850","523","0"
"350112","63","0","70","59"
"350113","33","0","479","0"
"350114","293","4811","0","0"
"350115","36","0","0","1616"
"350118","41","0","1033","0"
"350201","92","1290","1752","0"
"350202","84","285","238","0"
"350203","157","1335","805","0"
"350204","65","84","54","0"
"350205","0","1479","71","0"
"350301","217","153","958","0"
"350302","70","2008","271","0"
"350303","20","374","68","0"
"350304","3","89","30","0"
"350306","87","40","32","12"
"350307","433","817","37","81"
"350308","56","178","789","76"
"350309","578","2275","847","864"
"350401","67","6932","557","0"
"350402","0","3109","612","999"
"350403","0","0","7","0"
"350404","36","0","0","0"
"350405","29","9227","1025","0"
"350406","7","0","39","10"
"350407","191","0","467","105"
"350408","234","0","1053","0"
"350409","81","0","395","102"
"350411","277","6675","1044","0"
"350413","0","10228","1721","0"
"350501","14","271","654","0"
"350502","417","5363","1070","0"
"350503","128","2961","230","570"
"350504","9","73","335","0"
"350505","39","64","0","0"
"350601","202","0","2257","34"
"350602","6","0","65","0"
"350603","44","0","580","0"
"350604","0","0","1606","0"
"350606","0","17","0","0"
"350608","0","0","6","0"
"350609","0","0","37","0"
"350610","0","0","3556","0"
"350701","0","0","421","0"
"350702","0","0","6","0"
"350704","0","0","338","0"
"350802","435","9585","1767","14"
"350803","27","161","20","0"
"350805","73","2596","413","0"
"350806","13","436","184","0"
"350807","79","277","0","0"
"350810","99","1406","0","0"
"350811","310","1635","11","0"
"350812","35","710","0","0"
"350813","50","42","122","0"
"350814","426","4471","938","261"
"350901","225","162","1784","0"
"350902","57","925","413","107"
"350903","130","1278","567","0"
"350904","215","945","0","0"
"350905","58","0","800","0"
"360101","15","0","0","0"
"360102","49","970","58","122"
"360103","565","701","1142","20"
"360104","1055","1180","2904","95"
"360106","182","0","100","0"
"360107","194","80","2358","827"
"360108","79","154","370","0"
"360109","1245","1937","3213","314"
"360110","32","0","0","0"
"360111","101","65","21","19"
"360112","0","0","88","0"
"360113","127","0","820","0"
"360114","2544","2865","3308","732"
"360115","210","594","1512","57"
"360116","21","0","0","0"
"360117","1928","2260","4416","286"
"360118","32","6","0","0"
"360119","422","0","5503","907"
"360201","140","541","0","0"
"360202","11125","1087","2734","2113"
"360203","54","48","0","0"
"360204","14873","1890","283","549"
"360205","5535","180","2617","644"
"360206","973","0","1689","0"
"360301","153","0","0","0"
"360303","123","24","100","236"
"360304","338","0","501","0"
"360305","1022","865","863","493"
"360306","90","185","1023","33"
"360307","453","0","1207","178"
"360308","258","0","1022","9"
"360309","179","0","33","0"
"360402","0","0","0","0"
"360403","137","1056","1132","0"
"360404","29","0","259","112"
"360406","0","0","34","143"
"360407","0","0","0","0"
"360408","0","0","0","158"
"360409","10","0","136","86"
"360410","0","0","3","190"
"360501","37","404","467","0"
"360502","55","112","90","242"
"360503","2028","0","524","6405"
"360504","881","4033","844","1992"
"360507","70","626","917","333"
"360508","1834","472","63","612"
"360509","340","53","229","720"
"360511","986","557","310","1629"
"360601","4286","766","23999","2633"
"360602","4713","54","8554","1024"
"360603","2514","1918","6311","0"
"360605","4670","249","16738","0"
"360606","5995","1101","10293","0"
"360607","3068","0","13873","0"
"360610","1956","0","4761","0"
"360611","2274","3340","19519","0"
"360613","6743","8","6989","883"
"360701","16147","6474","2207","0"
"360702","2957","74","2994","0"
"360703","2171","0","1868","0"
"360704","1788","93","7670","0"
"360705","1428","4302","3632","578"
"360706","5457","1566","4562","2729"
"360707","13864","2571","15676","2638"
"360801","2789","0","1289","0"
"360802","32219","0","7704","8407"
"360803","10285","1736","0","0"
"360804","10575","2119","2611","7256"
"360805","21148","156","2835","10436"
"360901","21356","1846","17727","6558"
"360902","7213","756","22948","1777"
"360903","26777","4674","4630","15757"
"360904","27937","3253","12144","9805"
"360905","17706","0","7937","14321"
"361001","0","0","0","0"
"361002","0","0","0","0"
"361006","28","24","0","0"
"361008","6","0","0","1853"
"361009","0","0","0","0"
"361010","87","0","0","1877"
"361102","194","0","2","21"
"361104","0","75","44","0"
"361105","12","0","96","0"
"361201","10","38","0","0"
"361202","35","17","24","0"
"361203","109","80","89","0"
"361207","30","0","24","0"
"361208","125","0","1191","14"
"361209","15","0","1658","872"
"361302","0","0","23","0"
"361304","0","15","15","345"
"361306","31","3","0","597"
"361308","9","0","0","97"
"361401","464","0","1305","3314"
"361402","2125","5453","1119","7018"
"361403","5523","7141","5368","5524"
"361404","1878","1331","313","5384"
"361501","1560","0","23008","0"
"361502","2194","254","6748","0"
"361503","1348","0","9884","0"
"361504","739","1209","11388","0"
"361601","24068","0","15780","3831"
"361602","31529","0","8987","0"
"361603","14826","980","8766","0"
"370101","518","0","76","0"
"370102","509","0","46","0"
"370103","8","0","0","0"
"370104","100","0","15","0"
"370105","319","0","435","22"
"370106","483","0","261","0"
"370107","1415","0","3599","0"
"370108","120","0","12","0"
"370109","636","0","46","12"
"370110","116","9","85","0"
"370111","1060","0","1971","114"
"370112","936","0","4124","28"
"370113","445","0","841","226"
"370114","84","0","157","0"
"370115","189","0","455","7"
"370116","874","0","546","0"
"370117","21","0","0","0"
"370118","1173","0","2863","163"
"370119","679","0","389","0"
"370201","1809","0","8051","51"
"370202","1683","0","4138","0"
"370203","2097","0","29709","0"
"370204","775","0","7264","621"
"370205","810","0","12151","0"
"370301","1060","0","1484","0"
"370302","1352","0","434","0"
"370303","1959","0","369","0"
"370304","166","0","216","0"
"370305","175","0","493","0"
"370306","700","0","167","0"
"370307","2002","0","112","0"
"370401","8","0","64","0"
"370402","148","0","66","33"
"370403","31","0","74","0"
"370404","11","7","50","0"
"370501","364","0","1522","0"
"370502","695","0","1573","0"
"370503","412","118","452","0"
"370504","201","0","129","0"
"370505","368","0","2464","0"
"370506","32","0","0","0"
"370601","21","0","978","0"
"370602","616","0","477","0"
"370603","8","0","374","0"
"370604","34","0","32","0"
"370605","7","0","0","0"
"370606","33","0","4","2"
"370607","79","0","0","0"
"370608","27","0","210","0"
"370704","151","0","0","0"
"370705","58","4","161","0"
"370706","38","0","209","0"
"370707","840","0","25","0"
"380102","8","0","0","227"
"380103","22","0","0","20"
"380104","138","0","0","561"
"380105","7","0","0","42"
"380106","3","0","0","83"
"380107","0","0","0","38"
"380109","43","0","0","254"
"380110","0","0","0","192"
"380111","0","0","0","33"
"380201","0","0","0","31"
"380203","0","0","0","127"
"380204","66","0","0","716"
"380205","29","0","256","387"
"380206","0","0","245","62"
"380207","41","0","282","57"
"380301","30","0","53","67"
"380302","5","0","45","307"
"380303","148","0","0","209"
"380304","56","0","0","197"
"380305","4","0","343","83"
"380306","9","0","0","497"
"380307","24","0","0","420"
"380401","132","0","0","2919"
"380402","238","0","682","808"
"380403","259","0","370","765"
"380404","36","0","0","1253"
"380405","323","0","776","1989"
"380406","36","0","0","86"
"380407","208","0","165","2123"
"380408","166","0","941","850"
"380409","194","0","0","859"
"380501","0","0","0","8"
"380502","0","0","0","158"
"380504","14","0","0","28"
"380505","0","0","0","33"
"380506","144","0","0","213"
"380601","277","0","0","4179"
"380602","236","0","607","1673"
"380603","290","0","269","721"
"380604","445","0","0","4219"
"380701","21","0","0","207"
"380702","0","0","90","0"
"380704","0","0","0","14"
"380801","179","0","0","1317"
"380802","206","0","0","356"
"380803","201","0","339","1689"
"390101","32","20","575","203"
"390102","127","64","17","400"
"390103","20","92","305","204"
"390104","83","0","11","315"
"390105","71","124","0","281"
"390106","0","19","0","0"
"390107","186","254","819","73"
"390108","35","0","186","227"
"390109","52","116","0","254"
"390111","99","0","658","379"
"390112","2940","0","2993","0"
"390113","294","36","204","843"
"390114","19","25","28","212"
"390115","191","28","977","112"
"390201","379","0","28","35"
"390202","413","0","0","1828"
"390205","1223","76","257","1985"
"390206","9","0","0","837"
"390207","500","122","614","1023"
"390209","0","0","0","167"
"390210","78","0","0","740"
"390211","448","0","0","8689"
"390213","898","0","0","3215"
"390301","125","70","69","0"
"390302","150","0","1052","79"
"390303","0","0","0","26"
"390304","494","376","2315","2"
"390305","86","0","0","51"
"390306","6","0","0","66"
"390308","25","58","0","39"
"390309","342","308","209","0"
"390310","293","41","1088","36"
"390401","60","45","8","516"
"390402","22","141","194","128"
"390403","35","43","147","165"
"390404","0","14","120","101"
"390405","217","8","0","1491"
"390406","1507","22","3027","2507"
"390407","0","0","323","196"
"390408","25","13","583","711"
"390409","131","57","141","4"
"390410","10","0","46","48"
"390411","51","46","0","114"
"390412","38","11","181","70"
"390501","840","273","161","4882"
"390502","227","1043","1103","6516"
"390503","1562","276","23","11748"
"390504","764","383","1367","1180"
"390505","246","1839","0","11364"
"390506","156","167","1023","2059"
"390507","119","164","118","3280"
"390508","309","471","206","170"
"390601","177","0","0","689"
"390602","68","0","0","920"
"390603","431","608","201","989"
"390604","67","0","4948","918"
"390605","0","0","0","30"
"400102","131","0","107","405"
"400103","0","0","297","0"
"400104","334","195","1172","0"
"400108","797","128","568","65"
"400110","628","0","3473","1009"
"400111","1347","213","27","0"
"400112","187","0","619","0"
"400113","98","64","256","0"
"400115","11","0","0","0"
"400116","0","0","139","0"
"400118","200","0","591","1195"
"400201","39","145","0","212"
"400202","25","101","97","100"
"400203","15","208","0","193"
"400204","57","104","0","0"
"400205","95","155","165","226"
"400206","42","128","0","0"
"400207","25","156","0","80"
"400301","106","209","610","0"
"400303","65","0","0","0"
"400304","1101","65","0","0"
"400305","7","0","0","5"
"400402","2","30","0","0"
"400403","0","10","0","0"
"400404","4","3","0","0"
"400405","8","59","0","0"
"400406","16","0","0","709"
"400407","0","0","0","58"
"400408","17","0","0","619"
"400409","18","0","0","313"
"400501","0","0","21","43"
"400502","0","251","214","99"
"400503","9","212","9","81"
"400505","23","11","169","0"
"400506","0","178","10","51"
"400507","13","0","19","0"
"400508","14","0","131","0"
"400509","33","88","0","0"
"400510","20","0","442","99"
"400511","2","0","193","59"
"400512","0","0","0","24"
"400601","1","98","167","16"
"400602","0","0","20","9"
"400603","1","0","155","0"
"400604","0","1","29","8"
"400605","6","0","97","0"
"400606","4","5","100","0"
"400607","8","425","220","502"
"400608","20","113","709","580"
"400609","0","127","39","0"
"400610","0","22","91","51"
"400701","781","856","58","1489"
"400702","52","2","168","41"
"400703","578","31","641","1000"
"400704","100","0","877","0"
"400705","427","1096","650","897"
"400706","668","0","1785","1959"
"400707","66","0","805","0"
"400708","130","533","423","1349"
"400709","214","0","872","878"
"400711","256","47","672","1091"
"400712","59","0","224","875"
"400801","317","169","1374","478"
"400802","456","301","1794","1519"
"400803","0","22","31","106"
"400804","316","0","2158","914"
"400805","135","0","2358","650"
"400806","104","36","583","511"
"400901","74","0","1330","123"
"400902","36","0","361","80"
"400905","52","0","439","43"
"400906","355","86","1310","168"
"400907","280","0","523","1094"
"400909","31","0","1627","538"
"400910","62","0","182","129"
"400911","69","0","533","0"
"400912","323","267","2265","199"
"401001","752","392","0","0"
"401002","708","387","3092","262"
"401005","71","514","0","0"
"401009","1100","0","8035","36"
"401010","1202","104","2863","22"
"401011","1892","468","5138","0"
"401013","1168","0","6628","0"
"401014","1206","402","7306","68"
"401016","805","348","1689","295"
"401017","307","1373","0","0"
"401101","204","0","2132","0"
"401102","1958","0","9526","0"
"401103","299","0","6252","0"
"401104","366","0","1556","0"
"401201","15","116","14","0"
"401203","670","285","4228","0"
"401204","202","103","94","0"
"401205","769","1045","0","0"
"401206","226","455","425","0"
"401208","663","0","763","0"
"401209","906","930","1376","2162"
"401211","335","229","0","1"
"401212","310","382","1317","0"
"401301","57","592","0","0"
"401302","321","1007","2","0"
"401303","182","771","997","251"
"401304","49","249","0","0"
"401305","349","1544","259","375"
"401401","63","222","0","0"
"401402","98","311","197","0"
"401403","99","1058","316","0"
"401404","204","239","0","425"
"401405","690","241","0","0"
"401406","1019","178","57","0"
"401501","9","42","21","0"
